timestamp,edge_node,edge_node_location,provider,bytes,user_id,user_location,execution_time,subarea
2172730,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,90098,31,"(6347.215012895075937094261315, 3044.263719594219026297369279)",843,1
2173544,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,69398,46,"(4536.147273531585002807885543, 3782.237323686993059169244244)",780,4
2173708,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,69221,86,"(7515.408641414363316328879073, 7578.482872746778309493579540)",1546,8
2174442,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,66701,84,"(8699.773049118524590809192498, 5349.189461828877887880356346)",811,5
2175806,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,76357,27,"(4630.545354076264385440053520, 3403.158395140765404494938383)",906,4
2175897,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,74368,67,"(3845.232398703579262272866520, 6445.481117686795070710613806)",798,4
2177154,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,72473,48,"(3822.952721880710821623218095, 3762.692815158051661635301116)",747,4
2177395,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,79393,96,"(2733.913248921236345526154738, 8934.341282713838196859200008)",890,6
2178131,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,69009,11,"(8039.049447815127825830608639, 4227.962591169936641460348223)",781,5
2180783,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,72291,34,"(7386.448500583336032236236454, 6311.802679167744409640897783)",859,5
2180965,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72249,61,"(5861.626862375345986243101588, 5859.122117884353023229197765)",671,4
2182495,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,80385,21,"(4350.168733321834726856231051, 6602.504074455451715357577884)",1671,4
2185247,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,73419,0,"(7575.506893304475129675781812, 3921.958954841090664626090079)",839,5
2189197,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,56808,24,"(4994.098512178925194199479760, 5498.385911086068222046979282)",783,4
2189611,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,66752,2,"(3621.646091903715098576879506, 3766.659501750508324177774527)",779,4
2190087,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,77355,81,"(7605.226005800522085189395027, 4136.661559168401180217025054)",1015,5
2197753,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,76272,23,"(6555.404279627052556597956733, 5812.851921217707988964221974)",728,4
2199205,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72529,16,"(3608.105828557825191988702227, 4791.715629986717015827080987)",1031,4
2206779,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,77383,47,"(2998.205148230597433975234821, 4373.375602265257463056392200)",765,3
2206872,3,"(4910, 1586)",dwvuenmgxoclebjqxuolmboggnkcragj,71419,53,"(5100.944378944074643868367151, 938.2505336713986620285476677)",953,1
2208091,6,"(5031, 74)",dwvuenmgxoclebjqxuolmboggnkcragj,58795,22,"(5024.152147135574025836554129, 257.2039886770295000110345229)",916,1
2211293,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,71753,99,"(1482.031524067322859016902697, 4598.816386227839118690584240)",828,3
2212418,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,59848,19,"(4825.496302659014610356281894, 3533.712868090712279174519268)",739,4
2212508,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,70429,44,"(3901.658457407555425946549138, 4782.703032601428097601408662)",843,4
2212510,3,"(4910, 1586)",dwvuenmgxoclebjqxuolmboggnkcragj,70923,51,"(4839.238442945467138791320068, 2076.872535653730978252488319)",796,1
2213030,3,"(4910, 1586)",dwvuenmgxoclebjqxuolmboggnkcragj,439,69,"(4058.797031528984036331078714, 1443.213920357149734765270642)",122,1
2214453,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,68576,85,"(919.172767458567304853838047, 6360.437857644776332081292889)",782,3
2215427,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,61426,95,"(4967.325727646727785413341624, 4105.491250863457103360273806)",728,4
2216454,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,86714,32,"(3562.871207258705288199214588, 5682.750622659430968689503436)",900,4
2216598,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,72938,70,"(1954.489555527936301170478109, 1804.468629510809937568550183)",854,0
2219624,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,73099,62,"(4308.728150741955636358457135, 4144.273675116923083613803396)",862,4
2220794,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,65353,18,"(1739.023618719768237678357645, 8663.414462291099884845467175)",909,6
2223492,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,75319,14,"(6319.467672544235705930419372, 2550.098904569248021856283956)",958,1
2223526,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72979,57,"(4696.799974584174512048164262, 5156.307261400772711830819809)",859,4
2223829,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,74358,49,"(3158.049015093907584168847375, 4717.317601347561545165372361)",734,3
2224104,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,68833,42,"(5442.992957197198969256909233, 6798.431465714910673795047563)",706,7
2225351,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,70785,90,"(3215.708590369301152389820725, 3963.010102350659374520616684)",765,3
2226432,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,79152,91,"(2412.460003355274945061157330, 6240.662811025563407083403244)",1140,3
2231674,6,"(5031, 74)",dwvuenmgxoclebjqxuolmboggnkcragj,70723,39,"(4061.451063681454456442417970, 339.4181284527574259552884244)",802,1
2231688,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,73793,5,"(4328.559011862275584572999811, 5111.587913256359979973069501)",796,4
2231753,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,74261,20,"(3139.522447264924271081734627, 3876.180415000346071321309019)",726,3
2234232,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,69398,46,"(4491.544363411863086430434812, 3741.083784922361789823327199)",780,4
2236494,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,76357,27,"(4652.625525701762505650645065, 3459.687143269381761061327974)",906,4
2236585,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,74368,67,"(3903.224092107173336555273469, 6463.369573187020447612511316)",798,4
2237403,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,84641,43,"(9195.213567413734680759029923, 4619.061403686886817746188697)",838,5
2237842,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,72473,48,"(3883.339261889147800219930661, 3768.734266126936509887681808)",747,4
2238893,9,"(7580, 1731)",dwvuenmgxoclebjqxuolmboggnkcragj,79611,8,"(7341.017648046990134928617696, 2412.219890042204483849200789)",765,2
2241653,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72249,61,"(5820.685756578242587589586670, 5903.920099982996557198454401)",671,4
2243124,9,"(7580, 1731)",dwvuenmgxoclebjqxuolmboggnkcragj,73897,76,"(7440.852924629062612090695519, 2755.309974482445739819764600)",702,2
2243183,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,80385,21,"(4296.945170616949459677571988, 6573.344415386814678012343698)",1671,4
2243764,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,71083,50,"(2560.937270503870400482290442, 5658.691914197708778291276767)",859,3
2245730,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,61638,59,"(2171.315780949825558891363452, 5614.455895501483324575845195)",713,3
2246324,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,75591,1,"(3745.353903385968545680313274, 2447.673281859516473826336736)",843,1
2249885,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,56808,24,"(5035.244104002645278157582839, 5453.775669913487466344084476)",783,4
2250299,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,66752,2,"(3629.133195018976976015581452, 3826.883887433896050825333306)",779,4
2250446,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,69425,37,"(8220.254113316357884430427101, 6718.089798719096896371001810)",906,8
2251275,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,70000,17,"(2867.789127550609912925717644, 4550.588324953925351975550244)",724,3
2254230,9,"(7580, 1731)",dwvuenmgxoclebjqxuolmboggnkcragj,65886,89,"(9379.937555373978537292211366, 2137.165596511587870114311250)",786,2
2257274,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,75582,33,"(749.855528804641265514793775, 6992.167335657560206162925058)",740,6
2258441,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,76272,23,"(6497.200217009400105949434952, 5795.667031378072911151549315)",728,4
2259284,5,"(3195, 813)",dwvuenmgxoclebjqxuolmboggnkcragj,91218,68,"(1191.817392127281715031269111, 2237.567051508549268253036709)",953,0
2259893,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72529,16,"(3657.402363737820158244013904, 4756.319514899782416876740115)",1031,4
2270636,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,80433,13,"(7325.603294215176629663540507, 6586.019691951808041211764025)",828,5
2273106,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,59848,19,"(4860.971538908046774772594296, 3582.952496004368923384360883)",739,4
2273196,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,70429,44,"(3912.422409997990371104528975, 4842.428828273238689745377159)",843,4
2276115,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,61426,95,"(4966.405460161628483753681163, 4166.172273034774132795731324)",728,4
2277142,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,86714,32,"(3621.929383250958764007921996, 5668.780469028635950411929981)",900,4
2280069,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,68371,94,"(2238.436135916510649869336413, 3348.239189373046777619215359)",1109,3
2280312,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,73099,62,"(4337.870727461333979977407417, 4091.040757047788949067135269)",862,4
2281061,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,75909,40,"(5971.269861262902315957594078, 2850.518240851491511817755665)",683,1
2284214,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72979,57,"(4750.752644574975664417032847, 5184.094718010971947434960661)",859,4
2284792,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,68833,42,"(5714.023435895087995816970309, 6397.701381421513619140252806)",706,4
2287338,9,"(7580, 1731)",dwvuenmgxoclebjqxuolmboggnkcragj,73689,72,"(8242.250440813423503984630562, 2989.878477167127000096590314)",758,2
2292376,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,73793,5,"(4314.206314170842042738161585, 5052.621537982155454162201533)",796,4
2294481,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,72272,38,"(7463.600010385561081598358474, 3482.474457560268648953029251)",809,5
2294920,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,69398,46,"(4446.941453292141170052984081, 3699.930246157730520477410153)",780,4
2295569,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,73609,73,"(2769.637506751358990902803065, 8418.418635805250605307893380)",781,6
2297182,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,76357,27,"(4674.705697327260625861236611, 3516.215891397998117627717566)",906,4
2297273,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,74368,67,"(3961.215785510767410837680420, 6481.258028687245824514408826)",798,4
2297296,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,56868,26,"(6809.742935918221143855907545, 7648.147854684123912493057965)",640,8
2298530,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,72473,48,"(3943.725801897584778816643229, 3774.775717095821358140062500)",747,4
2300534,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,82744,9,"(2954.098323297800229964057745, 7946.561270822729253286006642)",1171,6
2302341,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72249,61,"(5779.744650781139188936071751, 5948.718082081640091167711038)",671,4
2303871,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,80385,21,"(4243.721607912064192498912925, 6544.184756318177640667109511)",1671,4
2304146,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,86732,15,"(1658.008324943471092137241564, 4409.113913500178423347168845)",1055,3
2304613,9,"(7580, 1731)",dwvuenmgxoclebjqxuolmboggnkcragj,76336,35,"(7111.778073953543649598545117, 750.5854555716237322429192935)",794,2
2309865,3,"(4910, 1586)",dwvuenmgxoclebjqxuolmboggnkcragj,71315,52,"(4444.466496867709168160634161, 1400.332464691764012738735299)",735,1
2310573,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,56808,24,"(5076.389695826365362115685919, 5409.165428740906710641189669)",783,4
2310987,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,66752,2,"(3636.620298134238853454283398, 3887.108273117283777472892087)",779,4
2317132,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,76173,36,"(4021.591740813329804714499581, 3328.734313292226001328479631)",741,1
2319129,4,"(7286, 6318)",dwvuenmgxoclebjqxuolmboggnkcragj,76272,23,"(6438.996154391747655300913169, 5778.482141538437833338876655)",728,4
2319862,9,"(7580, 1731)",dwvuenmgxoclebjqxuolmboggnkcragj,73473,54,"(7274.960034395795703494332531, 1737.101701130977460089994392)",968,2
2320581,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72529,16,"(3706.698898917815124499325581, 4720.923399812847817926399244)",1031,4
2327656,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,75326,88,"(2264.698420313256892468869735, 4870.129870127563775429837036)",2450,3
2331129,9,"(7580, 1731)",dwvuenmgxoclebjqxuolmboggnkcragj,76094,74,"(8126.959130858800132045549626, 3220.981040524412016340989789)",609,2
2333541,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,71374,10,"(2079.688634979332770536726091, 5117.087222519721227050008816)",777,3
2333548,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,79717,65,"(3149.058001112681433803804844, 6524.284442910144962056404836)",798,3
2333737,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,76312,83,"(3032.118005933022454263092778, 7503.104692039973506883369884)",753,6
2333794,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,59848,19,"(4896.446775157078939188906699, 3632.192123918025567594202498)",739,4
2333884,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,70429,44,"(3923.186362588425316262508813, 4902.154623945049281889345653)",843,4
2336803,2,"(6608, 4304)",dwvuenmgxoclebjqxuolmboggnkcragj,61426,95,"(4965.485192676529182094020701, 4226.853295206091162231188841)",728,4
2337830,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,86714,32,"(3680.987559243212239816629404, 5654.810315397840932134356527)",900,4
2340520,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,61418,63,"(4178.295955083357636970587997, 2271.942584441954720775776111)",725,1
2341000,7,"(3645, 2009)",dwvuenmgxoclebjqxuolmboggnkcragj,73099,62,"(4367.013304180712323596357699, 4037.807838978654814520467142)",862,4
2344034,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,75263,45,"(2250.674386643600405939100246, 6083.447663704388772445493832)",781,3
2344902,8,"(5315, 6204)",dwvuenmgxoclebjqxuolmboggnkcragj,72979,57,"(4804.705314565776816785901432, 5211.882174621171183039101513)",859,4
