aoi,std_aoi,total_latency,std_total_latency,number_of_requests_to_provider,hit_rate
176572.44646061095,197437.33821005133,579.1373097936565,3131.503480092324,72689,0.6110940937317256
170775.6515529859,196070.71551634383,572.9494174358063,3458.63648591546,75876,0.5943388363163539
158594.88186794642,194040.51377939575,658.5075639922504,3831.8358738668676,83130,0.5542775301295111
169174.85798665698,194973.54665614845,551.7927629522109,2661.9752729224683,75726,0.5933787405091558
165925.18480655935,195512.63844646906,587.6253012282123,3283.3637703611375,78895,0.578801966027227
158541.6228633495,193538.3487425149,662.3337888164161,3662.263620764065,82771,0.554717569667634
158033.89595022687,193218.41633125962,660.3412423386628,3708.359467625326,83657,0.5536445581708955
172006.24638391912,195865.35043461315,568.0463402786298,3004.586722014396,74507,0.6005543595864054
159640.10200084915,193988.2014913112,649.9823796071728,4206.491369471548,82708,0.5566125174130457
154698.131172221,193035.31682743388,683.1762744057197,2955.624156952827,85782,0.5415622978285752
167187.82145422776,195418.68433793492,588.8972904547637,3170.6463396165996,77557,0.5831537576901176
153699.18521845268,192494.6542375707,625.5732350569696,3774.7691416717794,85638,0.5398619830620631
171826.0956642133,195680.7260269099,565.1124742090784,3062.1698027283583,75177,0.599114789013622
181897.0567729295,196207.69321510877,581.9511264656384,3410.1711181455516,68619,0.6349775884381891
148815.21422394636,191400.0378128703,668.311130593242,3258.1594636746463,88908,0.5219618431725502
146051.23013838346,190718.17963704167,699.4245955841562,3801.5917018470377,90505,0.5135360035504272
157274.09443268878,194114.08280079107,613.5453286384976,2696.10727187114,84215,0.546307138157528
183769.23250917665,197103.0543673579,487.87032540989077,2595.998683945945,67496,0.640986852350337
173306.77537636968,196179.67209833325,568.1036269507471,3150.3853315455344,74445,0.6040011068068623
162622.00616209197,193845.34759070972,613.851428848348,2850.218507778977,80433,0.5707251963358034
160673.2212097574,194408.72470059592,630.8478748453815,3623.3368669516335,81984,0.5591171980342556
179557.18645953515,196593.16733560085,578.9083748228652,3261.9806192514193,69742,0.6277211814195334
149109.6053528765,191866.98622106493,665.4033585289308,3453.4062397462308,89580,0.5213002254342926
175705.32998678996,196580.64914273674,581.6716770061703,3143.3315454077415,72898,0.6100975982252841
174407.4649769748,195704.84272272864,551.9505328296856,2821.275440280291,73069,0.6099044550605488
137758.87319435563,188504.6533141446,780.104272375921,4023.06225855081,95862,0.4827860419852634
177351.46924429515,196376.256697775,519.7491986563766,2899.845531241902,71531,0.6186108489256565
188083.25641912362,197793.9031918386,573.7012120317669,3258.5113221254196,65252,0.652429855534145
184682.86649581438,197253.98176844552,538.8942311507936,2845.3935474761843,66900,0.6432417067950775
173020.28382339532,196656.4512398016,626.5723750055603,3353.0218411952214,74920,0.5994673279658378
