label,aoi_mean,aoi_calculate_margin_error,total_latency_mean,total_latency_calculate_margin_error,number_of_requests_to_provider_mean,number_of_requests_to_provider_calculate_margin_error,hit_rate_mean,hit_rate_calculate_margin_error
v2accuracy-20.0-N1-standard-cache-mode-mix,216224.28645887267,1917.651970207022,272.8030163815234,7.816446979799151,47854.0,1183.7610029208342,0.8134530091362542,0.005680474447927262
v2accuracy-20.0-N1-standard-cache-mode-type,229364.77755707825,1573.7865441556412,229.4410633356536,7.788866874571963,39597.23333333333,1034.1346530427936,0.8462584900529109,0.005585465690700265
v2accuracy-20.0-N1-standard-id,209008.432749603,2504.8833641081806,297.14093150388436,12.215080759466463,52730.73333333333,1534.5981066455115,0.7973687383399192,0.008177099546272087
v2accuracy-20.0-N1-standard-location,237946.85242339253,1235.2423045027854,207.62961061710425,5.645948974858856,34664.36666666667,702.432141538943,0.8625841574470211,0.003519993739547223
v2accuracy-20.0-N1-standard-mix,216224.28645887267,1917.651970207022,272.8030163815234,7.816446979799151,47854.0,1183.7610029208342,0.8134530091362542,0.005680474447927262
v2accuracy-20.0-N1-standard-type,229364.77755707825,1573.7865441556412,229.4410633356536,7.788866874571963,39597.23333333333,1034.1346530427936,0.8462584900529109,0.005585465690700265
v2accuracy-20.0-N2-standard-cache-mode-id,229218.51768850445,1974.4140937855027,203.58067774428574,10.358906887200828,39669.2,1197.263053343194,0.8696713257466369,0.006555155711427026
v2accuracy-20.0-N2-standard-cache-mode-location,248366.24591784985,1086.8919170636327,155.3235542660197,5.578469734778106,27767.733333333334,680.9548567175841,0.9011959494520234,0.003931358102554318
v2accuracy-20.0-N2-standard-cache-mode-mix,234929.83617738614,2233.2806011165285,187.9256278847856,10.399992259544257,35835.5,1375.116825018319,0.8792058613771876,0.007595967618532335
v2accuracy-20.0-N2-standard-cache-mode-type,241907.72328375216,1309.8089193968297,167.62644543334054,6.341144772630828,31273.533333333333,760.0881257655236,0.8930489252614404,0.004154251957954124
v2accuracy-20.0-N2-standard-id,229218.51768850445,1974.4140937855027,203.58067774428574,10.358906887200828,39669.2,1197.263053343194,0.8696713257466369,0.006555155711427026
v2accuracy-20.0-N2-standard-location,248366.24591784985,1086.8919170636327,155.3235542660197,5.578469734778106,27767.733333333334,680.9548567175841,0.9011959494520234,0.003931358102554318
v2accuracy-20.0-N2-standard-mix,234929.83617738614,2233.2806011165285,187.9256278847856,10.399992259544257,35835.5,1375.116825018319,0.8792058613771876,0.007595967618532335
v2accuracy-20.0-N2-standard-type,241907.72328375216,1309.8089193968297,167.62644543334054,6.341144772630828,31273.533333333333,760.0881257655236,0.8930489252614404,0.004154251957954124
v2accuracy-40.0-N0-standard-cache-mode-id,210105.57052504053,2597.9258569222934,247.0898510097382,7.0155796136642055,52955.96666666667,1561.4534020863348,0.8310100523171221,0.005003996266722982
v2accuracy-40.0-N0-standard-cache-mode-location,238865.78293653464,1314.5047296377747,171.56930310966408,4.087125533337788,35226.46666666667,758.5358872265127,0.8864909732130328,0.0024750458252753653
v2accuracy-40.0-N0-standard-cache-mode-mix,220072.9010618268,2852.906056549916,220.14681716108282,8.194903649608696,46489.63333333333,1700.6157186395335,0.8510610934392646,0.005460687834612501
v2accuracy-40.0-N0-standard-cache-mode-type,228946.94752288406,1909.5183803625962,196.79637333282878,5.017827784070459,41107.0,1147.0516320913916,0.8680265631551166,0.003703704955120541
v2accuracy-40.0-N1-standard-cache-mode-id,232424.16352889908,1709.211864205722,140.70157750362384,6.421010782119855,38246.23333333333,1062.5831491389988,0.9118559004075556,0.004623503659368877
v2accuracy-40.0-N1-standard-cache-mode-location,251075.91535896072,1244.1843831701233,116.96711946063193,3.046284218395057,27196.4,659.1326313891262,0.9292678950483325,0.002059524932042664
v2accuracy-40.0-N1-standard-cache-mode-mix,237359.94964438074,1538.2958908959376,134.70105510865974,4.994291590532479,35023.933333333334,846.2129588705684,0.9151041512077942,0.003494428520821116
v2accuracy-40.0-N1-standard-cache-mode-type,244096.4268409865,1175.8450736500963,123.1094486797862,2.9799925895904265,31010.433333333334,654.8031525237021,0.9243835159962844,0.002200070683056232
v2accuracy-40.0-N2-standard-cache-mode-id,244061.60793903065,2089.3060111190725,87.70490290794501,11.408656455761315,30616.53846153846,1325.64562060674,0.9513458467436646,0.00843521037901384
v2accuracy-40.0-N2-standard-cache-mode-mix,246847.92990337888,1245.5505240074745,87.28724805538381,4.739260937583305,28586.233333333334,708.9719472448277,0.9514549690030331,0.003566799171303942
