aoi,std_aoi,total_latency,std_total_latency,number_of_requests_to_provider,hit_rate
146975.85861492768,191635.88406336308,684.0875233540802,3576.910627929244,91008,0.5133722289646265
128007.32519530924,184992.75679914307,766.9757038092957,3262.795170513439,101747,0.4516585276217098
117315.02787128933,180282.49221379118,823.5669333935854,3789.2302147176356,107557,0.4179372597588802
151602.68416997523,192111.2999389845,655.6879776057815,3324.161498211967,87082,0.5339035977962662
130313.50103055597,185569.42130268324,857.3522057835313,3804.49940835879,100312,0.46125522733709867
130422.9065099955,186100.04518899616,750.5104423297548,3421.2615709797083,100895,0.4593944499559388
119972.91887646931,181990.53290733436,823.4744012625437,4092.915274556853,107267,0.4232239239811173
131743.32795055342,186484.14727196464,744.4693545803437,3411.2421094154233,99667,0.463757717336893
140938.0611628223,189248.55243091512,692.9522378844362,3312.3525733202932,93943,0.49698775129809614
108382.97125961939,176573.54239712498,893.206477010696,4298.373279968322,113961,0.38424781219613835
128555.3837843283,185198.33207368664,774.4663739351649,4039.2004422783853,101841,0.45489865707460636
121666.05922375964,182805.84673870401,797.5767508387585,4546.590548922923,106205,0.4285166751838603
163105.7070305424,194109.3449928768,609.6291225539073,3500.5097442987244,79618,0.5752307529481231
163954.534708573,195261.00941201163,612.8919430509079,3286.2173023221735,79977,0.5743573182478744
121283.40541112107,182341.8004638185,810.4621108677132,4235.13798820769,106618,0.42786573290406804
126429.5284461239,184481.16756105784,782.8630557419226,3952.2054232146597,103126,0.44662293663951563
124618.4793713006,183785.69233408518,811.3684378443326,3945.0468780061738,104312,0.4409395192770884
129702.2752978191,184807.86090397087,808.5958052847772,3837.0480169848406,99940,0.46133395756349593
158908.919583878,194236.59529030442,623.5271461391691,3416.5798031587956,83074,0.5582337136404346
125415.58277016526,183809.16933806325,805.5539186983718,4042.9336695521706,102988,0.4443070478864139
125967.73359992538,183957.1546653195,827.077860396227,4668.033033088423,102814,0.4459113333407575
122322.0870663666,182335.39553906908,855.2036711638945,5240.8777585306225,104746,0.4343185641551265
123480.24248687828,182984.72741547803,831.5610808409009,3887.7647080858105,104575,0.43722402732650173
113652.51686385459,178882.84873747017,827.9339861277048,3645.73828579873,111253,0.40222465595822826
159247.33854774837,193934.28144121167,617.1823613147606,3507.5086192659464,82735,0.5595674486803519
137066.3814782824,188155.61312989026,732.1942319881682,3609.023163609817,96303,0.482713756713779
118907.3906135816,181105.53680941835,824.8592297675557,4046.397779650077,107169,0.42183874145098194
114148.4394442057,179118.26903388873,857.8804341541278,4354.669170080173,109717,0.40554538554270664
145084.680781131,190544.22197581903,756.6931849488307,3886.9127957301444,91515,0.5091804572718227
147231.57680170017,191018.40720244832,697.4445537599368,3858.7361720589956,89828,0.5182300806078736
