aoi,std_aoi,total_latency,std_total_latency,number_of_requests_to_provider,hit_rate,label
328.9546818370496,51.1280069932855,1897.5511016200294,2723.0736845955194,3395,0.39410898379970544,local_3_final
164.44711819813398,33.91080957785978,1703.6305822118197,850.7260723962903,6836,0.39833235810415446,local_3_final
216.79719400809225,46.33368863639869,1535.677969924812,797.8002783829709,2926,0.4107997265892003,local_3_final
57.08612649850366,62.68469374508556,1734.126851701783,8090.067226731974,4936,0.3875607779578606,local_3_final
365.8568761106259,131.6175460101142,1776.745044669446,897.6902555502,3358,0.3957712924359738,local_3_final
317.7989757094513,26.01759224944488,1658.4585753833048,830.4337411980343,4696,0.4135434412265758,local_3_final
72.92919675650795,22.89329691731412,1888.2168005415162,8530.511273077882,4432,0.39124548736462095,local_3_final
52.52737043396818,86.30995022615637,1793.4786647116325,5550.32966463317,5115,0.4005865102639296,local_3_final
290.15152932644094,28.56562347285162,1709.9389459563051,807.3912690403105,5218,0.3876964354158681,local_3_final
253.37428583631336,52.602167509823715,1887.0482915567281,832.8868357732272,3032,0.3862137203166227,local_3_final
169.86064618435378,134.79858233080367,1807.2012746151092,4581.704216508972,2793,0.39061940565699965,local_3_final
99.99174143909663,23.368753767348824,1375.7572025,670.4957037055651,4000,0.3835,local_3_final
168.6405208817164,34.96259551347999,1462.6569236641221,716.0046199744113,5240,0.3900763358778626,local_3_final
1818.3289881472683,1990.2745067766612,3717.791366989396,3836.498518464789,4338,0.3941908713692946,local_3_final
705.5825571935709,2106.413126271205,2349.8458723828517,3420.0122622442354,4012,0.3883349950149551,local_3_final
38.24460173145283,28.432481962557038,1583.4229505813953,961.8657693076461,3440,0.3936046511627907,local_3_final
39.19519332443049,24.082331726678067,1726.4825889266936,5718.529215737169,3233,0.38632848747293536,local_3_final
37.38099399321399,23.35841805340746,1573.5634509803922,968.0376803337891,3315,0.40874811463046756,local_3_final
101.17007664302324,79.08169445582445,1672.5783241678726,4948.272475687827,3455,0.39450072358900146,local_3_final
166.19412124337236,27.354211191285167,1702.68,756.8540402482827,3488,0.39134174311926606,local_3_final
177.38559102522456,40.28480202940435,1473.0416095786602,767.3780429888233,3299,0.4098211579266444,local_3_final
177.59862701225245,41.421276415195656,1708.6558055311677,1409.6826885062128,4556,0.3867427568042142,local_3_final
331.8009448378867,44.83687146282525,1893.5608883312423,886.1572311155041,3985,0.397741530740276,local_3_final
166.65881855487117,27.728628741254447,1751.5973082617709,791.5137833562347,3377,0.40835060704767545,local_3_final
1713.262262977337,2009.8349594656347,3959.5438829089,11650.504703746205,3809,0.3974796534523497,local_3_final
249.14001530399048,76.69845047019619,1853.7660876595583,6989.916924579322,52567,0.39228032796240986,local_3_final
340.6304568942847,453.57580219322637,1708.7074422604423,901.1394497847908,4070,0.3815724815724816,local_3_final
74.66028800430276,34.143676731446234,1322.8635734265733,676.4918478760419,4290,0.39417249417249417,local_3_final
102.52971954747096,30.033302207261183,1672.8799920492943,833.5859792537954,5031,0.3951500695686742,local_3_final
287.8770995170559,54.48579263563365,1607.897421609369,827.1475223256026,5294,0.3917642614280317,local_3_final
682.9354619056351,2034.135524226879,2070.506473109064,3406.058421365898,4667,0.39447182344118276,local_3_final
194.54464992767694,26.476280484729216,1937.4482623365668,7967.290978442847,4742,0.39181779839730074,local_3_final
42.92087186198777,42.72881741646516,1335.8983526682134,653.4460976713834,5603,0.39050508656077104,local_3_final
229.26888729627134,75.67691148450169,1523.0318976545843,758.1021550816221,3752,0.39418976545842216,local_3_final
337.4193431178966,94.57368904215892,1596.0676833850678,869.7764463819287,6121,0.4023852311713772,local_3_final
332.60164389231176,74.97413904685777,1877.9110838117106,1134.689147032669,4355,0.4048220436280138,local_3_final
128.65203525594598,70.84187982420198,1484.8612376633769,771.832179472921,3749,0.3902373966391038,local_3_final
193.10305341102,26.211567725858366,1794.469443001443,1075.174882205273,3465,0.3930735930735931,local_3_final
87.63699826990444,43.95652489181023,1637.026673615247,730.3791570110081,3358,0.4091721262656343,local_3_final
252.5964721397983,53.493625018688405,1892.9872955974843,7783.532629172919,5088,0.4111635220125786,local_3_final
73.3321761422553,119.62507937898069,1954.1107750144593,9858.862440037028,3458,0.4126662810873337,local_3_final
160.05296507594915,39.27316811804006,1695.1297343385388,1391.223926028421,5570,0.39328666307664695,local_3_final
38.98829475668544,26.274135831613624,1547.9487717624613,698.3760775907858,4193,0.384211781540663,local_3_final
781.8654719842899,2272.8142356646295,2445.0268299198574,3648.722680851408,3369,0.39804096170970615,local_3_final
113.41307940566948,27.77997752132272,1738.8193456505003,799.7438113256708,7794,0.3876058506543495,local_3_final
153.54213958769805,74.22479993039262,1743.656574237459,1047.7521522837908,3966,0.38517771615830604,local_3_final
246.3405699525025,32.343066530946956,1816.97166454892,1620.9295977280728,5509,0.39898348157560354,local_3_final
155.55363226319182,114.80249597115741,1435.5554252873562,759.5268010899093,4350,0.40551724137931033,local_3_final
148.64370399233854,168.49520441605713,1481.3345913911417,765.0349725979698,3206,0.3986275733000624,local_3_final
151.89594059661667,27.632774383869098,1821.685289490933,5330.926085143626,4577,0.40135459908236837,local_3_final
77.18177686043113,144.8270657349698,1660.4956538969616,2420.6465286866164,1514,0.31836195508586523,local_6_final
16.158727035720275,23.729228072205725,1683.282938864629,786.7125330909488,2290,0.31615720524017465,local_6_final
39.349032453183206,111.15367090327219,1469.5305161290323,729.7601419998296,1705,0.32668621700879763,local_6_final
303.46683515882165,50.37416934505449,2009.269831490258,890.509952206778,1899,0.2996313849394418,local_6_final
49.395914028540936,40.976898080914765,1438.981727591387,729.3559301195618,1997,0.3314972458688032,local_6_final
47.773001193676684,30.23608179221085,1370.647219852656,703.2161954243138,2579,0.3233811554866227,local_6_final
327.7846029162587,104.32619171127543,2680.1262694821517,13952.244087496234,1989,0.31975867269984914,local_6_final
160.0052499203068,27.194085548611707,1781.9054545454546,2545.867681058557,1320,0.31363636363636366,local_6_final
300.8468072936916,161.25904762431378,1739.3630245901638,882.3553272360264,2440,0.3086065573770492,local_6_final
177.58659787808776,28.31812377440784,1712.6093068783068,2647.9711237344914,1890,0.3100529100529101,local_6_final
193.66436258274246,27.97666615901099,1827.3617609561752,745.5710308301179,1255,0.32270916334661354,local_6_final
103.99657531023212,79.66239171778494,1517.172095387021,799.9726669182287,1279,0.31196247068021893,local_6_final
286.56118752346185,37.56325742356842,1936.8570334464373,846.1436800147056,2063,0.3286476005816772,local_6_final
128.42171338718077,56.26475132870623,1692.2456639427987,668.5619830550136,1958,0.3028600612870276,local_6_final
93.9308743514935,27.69238671230637,1864.2369652807545,6036.115656527689,2333,0.31247321045863696,local_6_final
36.51853906267243,19.19180749098311,1692.120385662432,7757.474503631827,2204,0.323502722323049,local_6_final
41.4090308216418,28.06565921820509,1329.0554173397954,664.8121366338612,1857,0.32579429186860526,local_6_final
360.3735892490727,103.84787650070501,2093.2413623789766,1156.7833431753331,1446,0.2966804979253112,local_6_final
39.366928863707386,32.23271446356177,1892.3322748091603,786.419995253223,1965,0.3139949109414758,local_6_final
92.65568347935863,49.84781932222532,1950.0384949622166,9300.977969485433,1588,0.33249370277078083,local_6_final
196.55944219119897,28.625996429005305,2371.870093708166,9955.865939244613,2241,0.3324408746095493,local_6_final
210.66688730023014,61.532963295189624,1797.459337883959,6199.139534914108,2930,0.3068259385665529,local_6_final
252.0466666487175,39.58007372798044,1664.3970963541667,841.910428739257,2304,0.3098958333333333,local_6_final
250.32705278901864,72.11503300800032,1893.6677363034316,774.725755369955,1661,0.31426851294400965,local_6_final
84.85994909576796,25.085708105223276,1938.781611111111,7734.749820674653,2160,0.3037037037037037,local_6_final
138.48572019224457,96.033052098501,1550.2353229001585,708.7598198688228,5048,0.31240095087163233,local_6_final
314.6647084076983,27.993662337658783,1961.2503269754768,860.7056689740326,1835,0.30953678474114443,local_6_final
175.59148384653952,27.636159415252024,1537.4277331548417,839.6709476104434,2241,0.3132530120481928,local_6_final
128.77507179658073,95.47729862765839,1849.5441990987301,6381.2927763751095,2441,0.31585415813191314,local_6_final
47.075465722560345,22.07114854153981,1400.973058690745,727.4356009127797,1772,0.3329571106094808,local_6_final
251.0883905652343,105.0329217956001,1626.4502052980133,860.8830138549374,1510,0.31390728476821195,local_6_final
178.674463496673,41.914361299738154,2008.7347973713033,7319.55631962146,1826,0.30394304490690033,local_6_final
203.82771912265343,123.32877087204942,1699.4944785276073,823.1679427929886,1793,0.31790295593976575,local_6_final
485.6004600796745,77.01072259179905,1968.382310469314,961.9980322760055,1662,0.3164861612515042,local_6_final
146.3116451099058,124.91326980528292,2231.3725622605366,10189.72660383275,2088,0.2998084291187739,local_6_final
309.97144779275993,206.00598501023637,1682.1601994497937,843.2776628240906,1454,0.3363136176066025,local_6_final
137.18690743112356,66.29480476558786,2258.0649781113198,10169.009035858315,1599,0.3158223889931207,local_6_final
356.5894603599985,29.34893195011492,1931.6233542168675,971.4995471074686,2075,0.3306024096385542,local_6_final
171.14126179017703,23.34066312412305,1781.1845793337097,3984.364224219933,1771,0.3156408808582722,local_6_final
1865.4806243250505,2020.073179682301,4029.819240506329,4644.658305121402,1738,0.33084004602991945,local_6_final
349.9838634289391,35.72765289845512,1744.937337409672,859.3529616835289,1799,0.32073374096720403,local_6_final
324.02748253718545,182.74642396473993,2217.616887143448,8451.923029914007,2419,0.3170731707317073,local_6_final
314.82202174087774,25.60433413937678,1729.1139877300614,808.947464782345,1793,0.3139988845510318,local_6_final
196.96900223502627,48.69123644967282,1921.3029284164859,5016.17023245989,1844,0.32266811279826463,local_6_final
153.14936568009145,27.040970238337792,1765.6576440520446,2890.710060893996,2152,0.3020446096654275,local_6_final
249.62660711506763,65.9695296959018,2035.130665060241,7495.2524375730845,2075,0.31662650602409637,local_6_final
353.1114166821043,199.8921062345305,2097.3592083333333,4885.51958331985,1920,0.33229166666666665,local_6_final
246.66268153375,26.51106083787986,1903.5237446043166,6764.094516013256,2780,0.308273381294964,local_6_final
154.07428208468707,65.8466780890442,1518.8264097148892,768.8538278369964,1894,0.3146779303062302,local_6_final
