aoi,std_aoi,total_latency,std_total_latency,number_of_requests_to_provider,hit_rate
293.0226959115202,270.0210012901739,1782.6757961399276,987.8747753438445,1658,0.5006031363088058
73.80588372038804,145.98415874213472,1295.3200346620451,671.8490386093523,1154,0.5034662045060658
217.73314734671695,16.2920528351456,1623.3825257249766,824.1482528156465,1069,0.48269410664172124
338.0464041106617,60.097154978510254,1802.461876379691,2257.5163338687394,2265,0.49977924944812363
345.49106794068933,22.94207241734888,1514.9812111292963,836.7350958488782,1222,0.5049099836333879
17.032585774649995,50.22802398638916,1419.1494176629387,717.7121614640746,2593,0.5052063247204011
284.2086479461219,178.08131810543466,1613.5019094922736,3031.182961158766,906,0.5264900662251656
166.40658164112938,30.611146419552135,1664.8547983014862,2435.337622510305,942,0.49256900212314225
86.08600750321044,25.05473180418193,1560.2244132917965,710.8100811935243,963,0.4984423676012461
166.79410872825812,29.042339500342408,1454.3671515151516,2173.293985880673,1155,0.503030303030303
298.89093899386006,27.49208553766229,1866.0367774343122,9014.584748917783,1294,0.47990726429675423
67.51875350934343,14.848545106566384,1255.5929388942775,725.9709594388326,1031,0.513094083414161
20.791057344491495,31.280223454667777,1234.4926066790351,626.399776553498,1078,0.47680890538033394
95.59457887375773,22.48165505029603,1627.5917385444743,829.3076844246624,1484,0.4919137466307278
639.6510992239188,1979.4514163916133,2325.2916502463054,5805.892211769767,1624,0.4895320197044335
191.46927659514083,17.8832800320874,1481.2122808870115,1639.4709626736862,947,0.5026399155227033
205.05464910624093,61.27013519063934,1505.492969762419,886.2273724511433,926,0.519438444924406
344.69200070245165,38.02172345084928,1691.8027820602663,907.5058082200103,1427,0.5283812193412754
452.852617861426,197.97523593159556,1943.2420798065295,1058.4621389422107,827,0.4752116082224909
61.150460382014806,21.934008197970172,1275.0254526642525,680.1888063034116,1933,0.5095706156233833
298.3629033233075,159.4452914486901,1981.7341207075963,7169.317470239415,961,0.5005202913631633
215.66280822263252,144.08139070761106,1663.6200891530461,907.5304034572332,1346,0.4985141158989599
212.17692013102558,63.15857988228522,1383.1130434782608,739.6371260255569,1518,0.5210803689064558
269.24875986072243,35.716458500756936,1510.6916267942584,811.0466880856206,1254,0.4904306220095694
306.4878732653291,1522.7185506608673,1762.700028169014,2279.825998754529,1065,0.49765258215962443
198.90102039078533,75.26143755383887,1625.114759322034,850.0792914028115,1475,0.5003389830508475
343.1556931282274,61.99370034847938,1942.2817868589743,952.6997097586786,1248,0.5032051282051282
831.9886325444087,2385.359364750441,2154.0937973640857,3723.9711596090087,1214,0.5263591433278418
341.8051766199887,44.710805520359635,2172.284144486692,9885.612927622467,1841,0.4932102118413905
314.7286088820241,219.4945684364955,1978.5913333333333,10090.715018654466,1035,0.4956521739130435
