aoi,std_aoi,total_latency,std_total_latency,number_of_requests_to_provider,hit_rate
241284.4514962756,192371.63653057627,182.66732505316602,1959.1075024194756,32446,0.8855176867491343
237300.33622777672,192972.4291158137,171.26748794905762,1378.3621807140225,34236,0.8845113384617097
234507.7785247105,193530.58477711168,187.73855685698712,1572.4834430830874,36339,0.88131388972314
238128.3732005637,192893.84781232668,171.9503675161038,1523.1185032876722,34217,0.8855395950886887
232735.06749519473,193896.59557216382,189.660433554348,1465.0921326609446,37141,0.875666782990179
236580.9988043412,193139.9156401022,177.82030594749955,1437.1520029909639,34806,0.8859660317266558
230979.44824991113,193106.50015394183,193.09486813162397,1513.2524057214855,37399,0.8743139956006843
239935.38086662628,192883.08128379655,170.18552453769558,1564.7003354892536,33092,0.8915696123755334
231523.73743901218,193799.08514497892,189.52235765802337,1845.2275380058077,37508,0.8712791454198664
229260.2777563096,194340.0038508317,220.6671119223706,2364.1584444003433,39066,0.8639821128378116
234677.40756172445,193380.99965762225,183.87714439445963,1443.4773590379646,35886,0.8794022531992434
230136.36390909445,194416.84209994742,209.53619469666623,2247.591600310756,38557,0.8692415542796101
239091.19265656857,192627.80501077074,172.11816477927488,1740.5357614673605,33462,0.8908563070649765
236379.78674637128,193032.11887377416,174.76887037221283,2178.119907553056,34725,0.8920505422346036
243425.9332003334,192082.61348030716,151.3584385662684,1364.9444580700667,30969,0.9054792998055016
227043.49077355003,194944.26015093832,223.53953220086078,1710.5898707023127,40753,0.8500893617732048
231958.9659164734,194285.34093780268,210.20104212675759,1799.8085635616314,38351,0.8614788755840149
232807.39354304507,193729.79851678322,193.24678935819466,1523.0579325870863,37194,0.8713381897569561
234637.34625742096,193243.3277145999,196.11659342064303,2272.1990298591363,35951,0.8786743451772135
237814.3703104437,193228.77037914272,170.93090141842794,1567.1564355469156,34530,0.8897245604422972
229792.47416481655,193733.9645816817,198.31206338458122,1665.9448984308758,38265,0.8713548315479824
235981.6399137859,193016.06473907272,185.4801680368647,2089.146280753887,35082,0.8839528407290677
236132.80982393897,193094.9058904973,170.36244532006546,1502.2454457612719,34205,0.8882525795572177
236202.5646842947,192966.65068535446,181.73711927940334,2142.9254553042056,34662,0.884796721329683
239175.75877654165,193307.35979439045,181.70002045104044,2112.3624079872934,33611,0.8915871348427616
232162.39288028196,193414.13409017294,200.9134185583477,2053.449155713025,36910,0.8756010581951893
236033.24882524353,193769.19252228763,205.4935450836733,1866.4431261136117,36149,0.8668220797602197
242216.51284835054,191792.0896861473,154.1231887100795,1462.990015656667,31031,0.9060964462787026
235691.66401029017,193030.0571223912,171.97455473869798,1309.4284287798603,34882,0.8877061086901079
224297.9184582926,195692.1162164547,247.404302520173,2079.461916671211,43640,0.8320105600936711
