aoi,std_aoi,total_latency,std_total_latency,number_of_requests_to_provider,hit_rate
356157.01572486723,194871.77010475518,98.33737816351753,1359.7088132197457,18270,0.9489216483137185
341118.35350648663,192742.70141260457,94.01527801535026,1033.4994919237768,17759,0.94985060701314
360312.4269980634,194194.08610033718,105.06877805029632,1368.080908192629,18016,0.9464741526646394
388256.5839176569,203469.0707192277,109.39246856996827,1366.090737386864,19554,0.9426454003544386
371392.09791596833,201312.48762586858,110.0704559045429,1566.730089258878,20798,0.9401945445130541
372651.52461094235,202544.7671687805,115.50745907076563,1310.7260305807526,19645,0.9387273892806377
361192.62941811414,202856.98849869074,115.07807677966196,1178.9958106127367,20557,0.9349465447482511
379192.37088513124,205443.9301764727,117.43388844692439,1748.9857792194123,22187,0.9336700917369947
389114.031267796,206266.49486629822,114.78455528055565,1304.8757629950105,21164,0.9346187720882527
357034.86946036515,198318.30543626222,97.13780526545905,803.3911932034739,19094,0.9463381427551512
376377.68077157816,203664.56287044485,117.4332978143899,1501.7493247701289,20142,0.9368218605478478
365632.79516515083,204539.10648676023,112.08620590497208,687.3361637234468,20811,0.9322120796691967
366242.7022149386,203146.52073828812,119.92706481169165,1570.519791890023,20082,0.9361338590078907
380225.2703006083,200776.30826521222,108.86527984120276,1509.8060717484316,19546,0.9430809776927697
380891.9861567872,202263.20439558616,110.56285876677387,963.1334309760877,19109,0.9407230786292559
367716.9372244337,203199.4560137733,113.4580122140795,1589.1243601506287,20806,0.940312014212747
373711.9965468218,205446.82376749848,122.00001668643908,1037.9070567578308,20702,0.9323672568824631
370976.5566856581,196700.80349825055,97.53439440119911,1311.3700614260579,17808,0.9497289195228092
367471.6139642778,200872.2358026587,110.9596181646063,1292.847024980266,19396,0.9408898541040205
371674.2321510657,201531.0329637996,114.29843686055901,1526.584194805675,21633,0.9382099523288095
411644.3431842984,203649.31789368033,102.30784707366269,1212.2504991864387,21199,0.9455406208847079
366125.2551972742,200191.98929274725,107.54259897006759,1301.8923221362695,19675,0.9402406135200826
360745.4819862877,198086.9418597731,102.69830455058334,799.14636667492,18384,0.9450117002295579
407690.2990950318,204595.18287386812,106.24129929424357,1532.8223736305977,21915,0.9434056928788842
376725.6931952172,201763.27352189875,103.59341074253099,865.8647815475065,22007,0.9416195648567036
359014.98024148453,199216.13557788063,108.00164345944746,1617.8905807470862,19088,0.9440197492510818
391595.15066255844,204549.22396878677,109.47263075895837,1353.694150395479,20391,0.9414311150678834
380642.9980983273,202814.59311830654,103.75068275436519,1562.4396420045045,20166,0.9446325233894235
377065.5188258998,204523.11374084876,122.39172192115905,1320.3125261791029,20343,0.9349592594030629
366593.50649574905,202042.41426235923,114.98665366216412,1069.7310973333406,19364,0.9376838296502659
