aoi,std_aoi,total_latency,std_total_latency,number_of_requests_to_provider,hit_rate
259258.8203573,188090.5210429502,82.65373595834146,1237.1302353054946,21819,0.9559355072261981
257745.597515264,188955.5671149264,86.20903156324616,1097.5713228635445,23243,0.9489789671121105
258749.78852488266,188199.51855353414,82.98864421594116,795.6851572443182,22326,0.9506911698390518
256398.90202690856,189244.04718306166,82.0691238903684,1149.3187339694518,23701,0.9542554371948513
255792.22565205948,189210.5355898346,90.23136634124178,1239.1630903760363,24023,0.9494520229164127
256280.41096034783,188705.72385273105,81.21940563381845,1232.5219857974923,23449,0.9580934083324542
256007.18358196056,188819.38761634604,90.87187452758882,1027.907557947423,23810,0.9483849095193633
257395.53645330397,188024.0812552292,78.29581465510083,1071.07023606958,22528,0.9581061407053535
258574.53951161716,188653.74062386854,79.41645371766133,694.2274603063651,22559,0.9551054918037346
257016.68412708468,188649.41739621144,86.41626737355718,780.6919783316699,22847,0.9507232845956776
256201.3345081272,188499.21646459034,78.4190785455795,1384.4450513503066,23231,0.9587293494344474
255824.1254333278,188528.58001632747,88.88112698412698,1454.4522046765762,23677,0.9526298324207731
254747.59242139274,189474.58469972163,86.52588886357701,1357.9139377917184,24440,0.9517271651377676
256327.05583690142,189049.37923564852,84.90979069134609,980.0430789548101,23763,0.9486918903309287
258627.36233818205,188231.37043232605,75.40760413889629,668.04513710048,22643,0.9573946947480672
260020.8178177826,187583.4117115941,73.25816309513883,964.1492197381286,21020,0.9614163817782595
256551.76265722443,189010.98556041066,93.53502286648742,1249.771430918819,23375,0.9480750575126805
254876.55551145063,189054.93250495373,78.85215359944765,994.7908794903826,23693,0.9562576212297533
257314.23515816007,188549.18940375285,80.8150702469912,1361.6793755404028,22788,0.9580242929396905
255155.42332087093,189183.48852168946,86.20711092170005,1039.7327348025046,23998,0.9495342517309896
254987.94874951974,189176.3882092672,93.23181562550462,1439.2317879149284,23918,0.9499863578909856
255752.222342689,188607.1481298241,82.72099053330003,1048.7271456933518,23840,0.9531384470170179
256679.3268567666,188790.07584046322,82.27069328046954,1448.212820357789,22695,0.9573006052978879
255995.0397052623,188588.76596767004,88.48756070903492,1049.2511587821098,23501,0.9510610557851813
253690.83849585784,189348.06454600915,91.88439302981578,764.7553386411288,24675,0.9483634421404608
256454.4616314541,188442.38115239659,90.43694190760458,1210.6202899504597,23430,0.9491134672784782
258412.38029470452,188669.79218198723,91.11791312396768,1089.0953162241897,22877,0.9480927623629571
257255.08533590048,188719.0879688437,75.9296801396238,1064.106638810101,23034,0.9582790813641022
259957.06425510085,187487.27710439736,69.66254592014513,947.3728084752348,20972,0.9626278325027793
259724.3518253213,188185.43768133761,80.45078367551326,800.037259699869,21855,0.9549991654147888
